"date","country","total_revenue"
"2007-05-14","Nigeria","8.97"
"2007-03-18","Sudan","6.99"
"2007-03-20","Chad","5.98"
"2007-02-18","Kuwait","5.99"
"2007-03-02","Nauru","9.97"
"2007-03-19","Algeria","28.95"
"2007-02-17","Canada","3.98"
"2007-03-02","Tanzania","38.91"
"2007-03-21","Indonesia","95.77"
"2007-04-10","French Polynesia","7.98"
"2007-03-02","Bulgaria","24.96"
"2007-02-16","France","0.99"
"2007-04-27","South Africa","39.90"
"2007-03-20","Puerto Rico","10.98"
"2007-03-02","Austria","21.96"
"2007-04-11","Canada","20.95"
"2007-02-15","United States","68.80"
"2007-03-20","United States","146.63"
"2007-02-19","Bahrain","2.99"
"2007-02-15","Mexico","51.83"
"2007-02-17","Mexico","114.78"
"2007-03-20","Vietnam","13.97"
"2007-02-16","Yemen","7.99"
"2007-04-06","Hong Kong","2.99"
"2007-04-08","Egypt","16.97"
"2007-03-20","Congo, The Democratic Republic of the","10.97"
"2007-04-09","Argentina","54.84"
"2007-02-15","Italy","24.95"
"2007-03-19","United States","149.67"
"2007-03-23","French Polynesia","17.97"
"2007-04-06","Turkey","48.87"
"2007-03-17","Myanmar","11.98"
"2007-03-21","Turkey","60.86"
"2007-03-17","India","238.46"
"2007-05-14","Lithuania","4.99"
"2007-05-14","Malaysia","0.99"
"2007-03-17","Greenland","13.98"
"2007-04-28","Venezuela","12.96"
"2007-02-21","Peru","5.99"
"2007-04-07","Finland","2.99"
"2007-04-06","New Zealand","0.99"
"2007-03-23","Runion","7.98"
"2007-03-17","Greece","4.98"
"2007-05-14","Brunei","4.99"
"2007-03-20","Indonesia","97.79"
"2007-03-19","Bolivia","4.98"
"2007-03-21","Canada","17.95"
"2007-04-12","Japan","70.78"
"2007-04-09","Brazil","84.79"
"2007-04-08","Armenia","7.98"
"2007-04-30","Israel","42.89"
"2007-03-21","Switzerland","15.96"
"2007-03-22","Bulgaria","3.98"
"2007-03-01","New Zealand","2.99"
"2007-04-30","Taiwan","100.75"
"2007-03-19","Mozambique","25.94"
"2007-04-29","Russian Federation","141.70"
"2007-02-16","Mexico","72.83"
"2007-03-18","Tanzania","8.97"
"2007-04-27","France","8.97"
"2007-04-12","Lithuania","9.97"
"2007-04-08","Finland","3.99"
"2007-04-12","Anguilla","2.99"
"2007-04-12","China","165.65"
"2007-03-02","Sweden","8.98"
"2007-02-16","Oman","2.99"
"2007-03-18","Virgin Islands, U.S.","5.99"
"2007-04-11","South Korea","20.95"
"2007-03-01","Italy","29.90"
"2007-04-06","Russian Federation","82.83"
"2007-03-02","Malaysia","12.97"
"2007-04-11","Thailand","8.97"
"2007-02-20","Austria","9.98"
"2007-02-19","Hungary","0.99"
"2007-04-11","Austria","4.99"
"2007-03-23","Algeria","7.98"
"2007-03-22","Lithuania","0.99"
"2007-03-18","Poland","16.94"
"2007-03-02","Algeria","1.99"
"2007-03-21","China","274.30"
"2007-02-20","Yemen","9.98"
"2007-04-28","Algeria","8.98"
"2007-02-18","Indonesia","24.93"
"2007-03-22","Holy See (Vatican City State)","2.99"
"2007-04-11","Angola","5.98"
"2007-04-29","Taiwan","39.92"
"2007-04-30","Mexico","231.35"
"2007-04-09","South Africa","39.90"
"2007-03-21","American Samoa","0.99"
"2007-04-26","United States","18.96"
"2007-04-28","American Samoa","15.96"
"2007-03-02","Puerto Rico","9.98"
"2007-04-07","Liechtenstein","4.99"
"2007-04-07","Philippines","51.89"
"2007-04-30","Bangladesh","35.89"
"2007-03-02","Belarus","23.95"
"2007-03-17","Zambia","9.98"
"2007-04-08","Morocco","4.98"
"2007-04-07","Malaysia","10.98"
"2007-02-17","Tuvalu","3.99"
"2007-03-02","Myanmar","6.97"
"2007-04-29","Nepal","6.99"
"2007-04-12","Morocco","0.99"
"2007-04-06","South Africa","33.91"
"2007-03-20","Greece","11.97"
"2007-04-30","Afghanistan","14.97"
"2007-03-16","Germany","4.99"
"2007-04-07","Egypt","26.94"
"2007-04-07","Thailand","17.95"
"2007-04-05","American Samoa","0.99"
"2007-04-27","Germany","32.92"
"2007-04-09","Yemen","15.96"
"2007-03-01","Yugoslavia","22.96"
"2007-03-01","Brazil","115.70"
"2007-02-21","Italy","8.98"
"2007-04-30","Romania","17.97"
"2007-04-30","Morocco","32.92"
"2007-03-01","Bahrain","4.99"
"2007-04-07","Ecuador","9.98"
"2007-04-09","Japan","88.76"
"2007-04-26","Turkey","11.97"
"2007-04-11","Sweden","18.97"
"2007-04-07","United States","92.81"
"2007-03-23","Estonia","5.98"
"2007-04-27","Kenya","2.99"
"2007-04-30","Azerbaijan","38.93"
"2007-04-08","Kazakstan","3.98"
"2007-04-05","Brazil","18.96"
"2007-04-30","Canada","57.88"
"2007-04-08","Madagascar","9.99"
"2007-02-16","Dominican Republic","2.99"
"2007-04-30","India","625.64"
"2007-02-20","Iraq","2.99"
"2007-03-23","Liechtenstein","10.98"
"2007-02-21","Madagascar","4.99"
"2007-02-15","Oman","6.99"
"2007-04-28","French Polynesia","13.97"
"2007-05-14","Belarus","2.99"
"2007-03-17","Italy","39.91"
"2007-04-30","Yemen","31.93"
"2007-03-22","New Zealand","7.99"
"2007-04-08","Angola","11.98"
"2007-02-16","United Arab Emirates","9.98"
"2007-03-20","Myanmar","22.95"
"2007-03-21","Angola","7.98"
"2007-03-20","Ethiopia","12.98"
"2007-02-19","United Kingdom","36.92"
"2007-02-16","Kuwait","3.98"
"2007-03-18","Indonesia","29.87"
"2007-04-12","New Zealand","0.99"
"2007-03-02","Japan","114.74"
"2007-02-19","Ukraine","16.96"
"2007-03-01","Argentina","49.88"
"2007-04-06","Saudi Arabia","15.95"
"2007-02-18","Israel","20.97"
"2007-05-14","Turkey","10.97"
"2007-03-02","Holy See (Vatican City State)","7.97"
"2007-04-08","Sweden","5.99"
"2007-03-20","Gambia","5.99"
"2007-03-22","Kazakstan","4.99"
"2007-05-14","Argentina","26.91"
"2007-05-14","Azerbaijan","0.99"
"2007-04-06","United Kingdom","21.95"
"2007-02-18","Argentina","11.96"
"2007-03-20","Netherlands","19.97"
"2007-04-11","Kenya","4.99"
"2007-03-23","Israel","15.97"
"2007-03-23","Iraq","5.98"
"2007-03-01","Romania","2.99"
"2007-03-21","Germany","36.92"
"2007-03-19","Brunei","10.97"
"2007-04-08","Taiwan","54.85"
"2007-04-08","Israel","15.97"
"2007-04-06","Mexico","88.78"
"2007-02-21","Bulgaria","3.99"
"2007-03-20","Morocco","11.97"
"2007-03-18","South Africa","42.90"
"2007-02-17","Poland","32.93"
"2007-03-22","North Korea","4.99"
"2007-04-12","Yugoslavia","11.97"
"2007-03-21","Poland","25.94"
"2007-04-09","Malawi","9.98"
"2007-03-19","Ecuador","16.96"
"2007-04-05","Taiwan","11.98"
"2007-03-01","Saudi Arabia","18.93"
"2007-03-02","Yemen","11.97"
"2007-04-30","Kenya","21.96"
"2007-04-28","Canada","24.95"
"2007-04-11","Paraguay","7.99"
"2007-02-18","Philippines","44.90"
"2007-04-30","Hungary","15.97"
"2007-03-17","Iraq","6.99"
"2007-04-30","Algeria","29.93"
"2007-04-27","Greece","16.98"
"2007-02-20","Spain","4.99"
"2007-02-15","Spain","10.97"
"2007-04-12","Mozambique","19.94"
"2007-02-16","Cambodia","10.99"
"2007-04-12","Malawi","2.99"
"2007-04-09","United States","127.71"
"2007-02-21","Congo, The Democratic Republic of the","4.99"
"2007-02-15","Malawi","2.99"
"2007-04-28","Indonesia","81.82"
"2007-04-05","Colombia","4.99"
"2007-02-15","Iran","14.98"
"2007-04-09","Nigeria","35.91"
"2007-02-18","French Polynesia","4.99"
"2007-03-20","Spain","18.96"
"2007-04-28","Romania","6.98"
"2007-02-15","Philippines","68.81"
"2007-05-14","United Arab Emirates","4.99"
"2007-03-23","Sri Lanka","11.97"
"2007-02-15","French Polynesia","4.99"
"2007-02-19","Indonesia","51.89"
"2007-03-02","Netherlands","21.94"
"2007-04-09","Colombia","23.94"
"2007-03-02","New Zealand","12.98"
"2007-05-14","South Korea","3.98"
"2007-03-19","Estonia","3.98"
"2007-03-19","Tunisia","0.99"
"2007-04-07","Angola","9.99"
"2007-04-28","Spain","10.97"
"2007-02-19","Japan","58.85"
"2007-04-11","Slovakia","16.97"
"2007-04-07","Canada","7.96"
"2007-03-23","Pakistan","24.93"
"2007-04-29","French Guiana","7.98"
"2007-02-18","Yugoslavia","11.98"
"2007-04-07","Indonesia","19.94"
"2007-02-17","Germany","17.95"
"2007-05-14","India","62.77"
"2007-04-27","Iran","28.95"
"2007-04-29","Vietnam","34.91"
"2007-04-29","Ecuador","9.97"
"2007-04-09","Nepal","2.99"
"2007-02-20","South Korea","5.98"
"2007-03-18","French Polynesia","6.98"
"2007-04-11","Bulgaria","13.97"
"2007-03-02","Dominican Republic","15.95"
"2007-04-26","Yemen","16.98"
"2007-03-17","Germany","29.92"
"2007-04-09","Morocco","11.98"
"2007-03-18","Runion","3.99"
"2007-03-22","Germany","23.95"
"2007-04-07","Venezuela","31.90"
"2007-02-16","Venezuela","20.96"
"2007-03-17","Latvia","8.99"
"2007-04-10","Liechtenstein","3.98"
"2007-03-17","Bolivia","7.98"
"2007-04-11","Yugoslavia","7.97"
"2007-03-18","Nigeria","24.91"
"2007-03-21","Brazil","178.61"
"2007-02-16","Lithuania","0.99"
"2007-04-27","Zambia","11.97"
"2007-03-02","Switzerland","8.97"
"2007-04-06","Poland","64.87"
"2007-03-17","Holy See (Vatican City State)","5.99"
"2007-04-10","Greenland","0.99"
"2007-03-01","Faroe Islands","2.99"
"2007-04-30","Malaysia","39.91"
"2007-03-23","Moldova","8.98"
"2007-03-21","Chile","11.97"
"2007-03-22","Bahrain","2.99"
"2007-04-07","Vietnam","8.97"
"2007-03-17","Spain","20.94"
"2007-04-29","Paraguay","19.96"
"2007-04-30","Switzerland","25.95"
"2007-02-15","Paraguay","13.96"
"2007-02-15","Venezuela","9.97"
"2007-04-28","Nauru","0.99"
"2007-02-18","United States","77.79"
"2007-03-22","South Africa","40.90"
"2007-03-17","China","253.41"
"2007-04-11","Sri Lanka","5.98"
"2007-04-11","Cameroon","6.98"
"2007-05-14","Faroe Islands","0.99"
"2007-03-01","Egypt","40.91"
"2007-03-17","Yemen","18.93"
"2007-02-18","Peru","16.95"
"2007-03-20","Liechtenstein","10.98"
"2007-04-10","Austria","12.96"
"2007-02-20","China","116.71"
"2007-03-01","Azerbaijan","14.96"
"2007-04-06","Nigeria","53.88"
"2007-04-29","Brazil","173.67"
"2007-04-28","Oman","10.97"
"2007-03-20","Taiwan","37.90"
"2007-03-22","Ukraine","25.95"
"2007-04-30","Puerto Rico","24.94"
"2007-03-17","Anguilla","2.99"
"2007-02-21","Iran","29.95"
"2007-04-07","Holy See (Vatican City State)","20.95"
"2007-02-20","Netherlands","22.96"
"2007-03-23","Chile","24.96"
"2007-03-01","Peru","13.97"
"2007-04-29","Latvia","8.97"
"2007-04-27","Venezuela","15.95"
"2007-03-01","Saint Vincent and the Grenadines","0.99"
"2007-03-18","Armenia","0.99"
"2007-04-09","Saint Vincent and the Grenadines","5.99"
"2007-05-14","French Polynesia","8.97"
"2007-04-30","Poland","78.83"
"2007-02-20","Bangladesh","10.99"
"2007-02-16","French Polynesia","6.99"
"2007-03-20","Lithuania","5.98"
"2007-03-20","Tunisia","4.98"
"2007-02-18","Angola","8.97"
"2007-03-17","Moldova","5.98"
"2007-02-20","Liechtenstein","7.99"
"2007-04-09","Taiwan","78.85"
"2007-04-11","Spain","28.95"
"2007-04-29","France","26.95"
"2007-02-14","Russian Federation","7.98"
"2007-02-16","Brazil","42.88"
"2007-03-02","Venezuela","22.94"
"2007-03-18","Iran","46.90"
"2007-04-07","Argentina","53.86"
"2007-04-10","India","215.45"
"2007-02-17","Venezuela","9.97"
"2007-03-17","Faroe Islands","10.98"
"2007-02-21","Netherlands","11.98"
"2007-03-23","Egypt","28.92"
"2007-04-10","Mexico","96.82"
"2007-04-09","Madagascar","0.99"
"2007-04-28","Japan","127.68"
"2007-02-19","Nauru","1.99"
"2007-04-12","Puerto Rico","5.99"
"2007-02-21","Indonesia","16.95"
"2007-04-28","Argentina","52.87"
"2007-03-01","Venezuela","29.91"
"2007-04-27","Armenia","6.98"
"2007-04-06","Yugoslavia","28.94"
"2007-03-19","Dominican Republic","5.98"
"2007-03-01","Colombia","34.95"
"2007-03-22","Brunei","9.97"
"2007-02-15","Myanmar","4.99"
"2007-02-16","Saudi Arabia","7.98"
"2007-03-21","Congo, The Democratic Republic of the","5.99"
"2007-03-22","Mozambique","1.98"
"2007-03-18","Saudi Arabia","24.95"
"2007-03-01","Dominican Republic","28.92"
"2007-03-22","Kuwait","8.98"
"2007-03-19","Philippines","100.77"
"2007-04-08","French Polynesia","7.98"
"2007-02-15","Austria","5.99"
"2007-02-17","South Korea","10.97"
"2007-03-17","Afghanistan","2.99"
"2007-02-15","Kenya","9.98"
"2007-04-29","Armenia","2.99"
"2007-04-09","Dominican Republic","12.97"
"2007-04-10","Bahrain","7.98"
"2007-03-17","Bahrain","9.98"
"2007-05-14","Switzerland","7.98"
"2007-02-14","Japan","9.98"
"2007-04-27","Chile","6.98"
"2007-04-07","Romania","2.98"
"2007-03-17","Chile","18.96"
"2007-04-07","Nepal","10.98"
"2007-04-29","United Arab Emirates","23.95"
"2007-02-20","Chile","6.98"
"2007-02-15","Switzerland","1.99"
"2007-04-12","Congo, The Democratic Republic of the","5.99"
"2007-03-22","Paraguay","5.98"
"2007-05-14","Mexico","13.94"
"2007-02-17","Philippines","50.90"
"2007-04-27","Indonesia","58.83"
"2007-03-18","Hong Kong","7.99"
"2007-04-30","Saint Vincent and the Grenadines","6.97"
"2007-03-01","Morocco","8.97"
"2007-04-28","Brazil","109.72"
"2007-04-30","Mozambique","30.94"
"2007-03-20","Bangladesh","35.95"
"2007-04-30","Gambia","12.97"
"2007-04-28","Holy See (Vatican City State)","4.99"
"2007-03-20","Canada","39.91"
"2007-03-21","Faroe Islands","8.97"
"2007-03-16","Brazil","5.98"
"2007-04-07","South Korea","10.97"
"2007-04-30","Tunisia","11.97"
"2007-03-19","Oman","2.99"
"2007-03-21","Kazakstan","2.99"
"2007-02-14","Austria","2.99"
"2007-04-12","Azerbaijan","10.98"
"2007-02-16","Paraguay","1.98"
"2007-04-29","Philippines","58.85"
"2007-03-23","Greenland","1.99"
"2007-03-21","Paraguay","40.91"
"2007-03-23","Cameroon","9.98"
"2007-03-19","Spain","16.96"
"2007-03-18","Anguilla","7.98"
"2007-03-18","Estonia","2.99"
"2007-02-21","Belarus","2.99"
"2007-04-28","Thailand","21.96"
"2007-03-17","Estonia","11.98"
"2007-03-01","Spain","25.90"
"2007-03-16","Latvia","2.99"
"2007-02-21","Chile","4.98"
"2007-04-07","Algeria","15.95"
"2007-04-27","Thailand","16.96"
"2007-03-19","France","16.95"
"2007-02-21","Virgin Islands, U.S.","4.99"
"2007-04-12","Iran","14.97"
"2007-04-10","Nigeria","37.89"
"2007-04-30","Liechtenstein","12.94"
"2007-02-17","Taiwan","36.93"
"2007-03-18","Kazakstan","7.98"
"2007-04-27","Saudi Arabia","23.96"
"2007-04-07","Puerto Rico","20.96"
"2007-03-22","Saudi Arabia","11.96"
"2007-05-14","Saudi Arabia","3.98"
"2007-03-21","Greece","9.98"
"2007-04-10","Virgin Islands, U.S.","0.99"
"2007-03-02","South Korea","38.92"
"2007-02-18","Malaysia","15.97"
"2007-03-17","Netherlands","28.94"
"2007-03-20","Pakistan","0.99"
"2007-04-12","South Korea","17.96"
"2007-04-30","Armenia","16.97"
"2007-03-18","Bolivia","11.98"
"2007-03-23","Indonesia","40.88"
"2007-02-19","France","7.98"
"2007-02-20","Latvia","24.96"
"2007-04-08","Yugoslavia","20.95"
"2007-02-18","United Arab Emirates","12.95"
"2007-04-05","United States","21.96"
"2007-04-27","American Samoa","8.98"
"2007-02-15","Afghanistan","2.99"
"2007-04-28","Switzerland","18.96"
"2007-03-02","Angola","6.97"
"2007-04-09","Austria","16.96"
"2007-03-22","Colombia","32.92"
"2007-03-23","Brunei","6.98"
"2007-03-18","Czech Republic","6.98"
"2007-02-16","Greece","17.97"
"2007-03-01","Angola","8.97"
"2007-05-14","Taiwan","18.93"
"2007-02-15","France","8.98"
"2007-04-27","Tonga","4.99"
"2007-03-02","Germany","19.96"
"2007-02-16","Belarus","5.99"
"2007-04-10","Colombia","23.94"
"2007-02-15","Canada","6.97"
"2007-04-09","Mexico","127.75"
"2007-03-01","United Arab Emirates","3.99"
"2007-03-23","Russian Federation","121.72"
"2007-03-19","United Arab Emirates","4.99"
"2007-03-21","Ethiopia","12.97"
"2007-03-17","Pakistan","6.96"
"2007-04-11","Latvia","7.97"
"2007-04-26","Germany","4.99"
"2007-03-21","Brunei","0.99"
"2007-04-11","Cambodia","1.99"
"2007-03-21","Iraq","5.97"
"2007-04-07","Peru","17.97"
"2007-02-19","Malaysia","9.97"
"2007-03-23","South Africa","33.92"
"2007-03-18","Bangladesh","23.96"
"2007-03-21","Sudan","6.98"
"2007-04-11","Venezuela","0.99"
"2007-04-07","Sweden","14.97"
"2007-03-22","Nigeria","95.80"
"2007-04-07","Brazil","74.82"
"2007-02-18","Anguilla","7.98"
"2007-04-29","Tunisia","6.98"
"2007-04-12","Slovakia","0.99"
"2007-04-30","Angola","14.96"
"2007-04-06","Greenland","15.97"
"2007-03-19","Cambodia","16.97"
"2007-03-20","French Polynesia","14.98"
"2007-03-02","Israel","11.96"
"2007-04-11","Iraq","4.99"
"2007-02-15","Gambia","3.99"
"2007-03-20","Nigeria","67.82"
"2007-02-19","Yemen","7.98"
"2007-04-08","Bangladesh","2.99"
"2007-02-20","Cambodia","3.98"
"2007-04-11","Turkmenistan","8.97"
"2007-04-29","Tanzania","5.98"
"2007-04-27","Philippines","70.81"
"2007-03-20","Greenland","25.96"
"2007-05-14","Indonesia","5.98"
"2007-04-10","Slovakia","0.99"
"2007-02-20","Congo, The Democratic Republic of the","5.99"
"2007-04-07","Israel","20.95"
"2007-02-18","Colombia","7.98"
"2007-03-19","Poland","30.91"
"2007-03-02","Kuwait","17.96"
"2007-03-21","Bangladesh","10.97"
"2007-02-16","Ukraine","29.93"
"2007-03-23","Japan","84.80"
"2007-05-14","Cameroon","6.97"
"2007-04-26","Cambodia","2.99"
"2007-03-18","Moldova","1.99"
"2007-03-21","Iran","42.92"
"2007-02-15","Brazil","57.85"
"2007-04-08","Chile","0.99"
"2007-04-08","Netherlands","28.93"
"2007-02-20","Vietnam","5.98"
"2007-04-11","Morocco","4.99"
"2007-03-17","Japan","115.73"
"2007-03-18","Gambia","17.97"
"2007-03-23","Finland","4.99"
"2007-03-21","Moldova","14.97"
"2007-04-05","Venezuela","1.99"
"2007-04-29","Egypt","28.93"
"2007-04-28","Israel","0.99"
"2007-02-19","Tanzania","3.99"
"2007-03-22","Congo, The Democratic Republic of the","3.98"
"2007-04-10","Tanzania","9.96"
"2007-04-10","Yugoslavia","7.99"
"2007-03-16","American Samoa","2.99"
"2007-03-16","United States","30.94"
"2007-04-30","Iran","89.80"
"2007-04-27","Turkmenistan","2.99"
"2007-04-10","Turkey","18.94"
"2007-04-29","Ukraine","28.94"
"2007-03-02","Pakistan","33.93"
"2007-04-06","Chile","5.98"
"2007-02-19","Holy See (Vatican City State)","4.99"
"2007-03-01","Russian Federation","150.66"
"2007-04-06","Ethiopia","2.99"
"2007-04-09","Azerbaijan","6.97"
"2007-03-20","Peru","18.96"
"2007-03-17","Puerto Rico","5.99"
"2007-03-17","United Arab Emirates","17.96"
"2007-04-09","Paraguay","9.97"
"2007-03-22","Runion","22.96"
"2007-04-09","Puerto Rico","12.97"
"2007-04-29","Brunei","1.98"
"2007-02-17","Kuwait","10.98"
"2007-04-26","Argentina","9.98"
"2007-03-02","Paraguay","4.99"
"2007-04-11","China","132.61"
"2007-03-21","Argentina","77.81"
"2007-02-19","Netherlands","5.98"
"2007-04-28","Egypt","46.92"
"2007-02-17","India","65.85"
"2007-05-14","Bahrain","2.99"
"2007-04-26","Spain","3.99"
"2007-04-06","Azerbaijan","4.99"
"2007-05-14","Armenia","2.99"
"2007-04-27","Senegal","2.99"
"2007-03-02","Ukraine","16.96"
"2007-03-20","New Zealand","0.99"
"2007-03-23","Senegal","6.98"
"2007-02-19","Madagascar","7.98"
"2007-04-07","Italy","15.97"
"2007-03-01","Tanzania","4.99"
"2007-03-23","Argentina","45.91"
"2007-02-20","Nigeria","8.99"
"2007-03-18","Romania","10.97"
"2007-02-19","Bolivia","2.99"
"2007-02-18","China","74.83"
"2007-03-17","Colombia","8.98"
"2007-04-27","South Korea","48.90"
"2007-04-30","Ethiopia","0.99"
"2007-04-28","Moldova","0.99"
"2007-02-20","Egypt","18.97"
"2007-03-21","Israel","11.97"
"2007-03-19","Malawi","4.99"
"2007-02-18","Chile","5.98"
"2007-04-06","Brunei","0.99"
"2007-02-19","Zambia","4.99"
"2007-04-28","United States","156.63"
"2007-04-09","Canada","24.93"
"2007-02-15","Bahrain","7.99"
"2007-04-08","Gambia","0.99"
"2007-03-19","Latvia","20.96"
"2007-03-20","Israel","7.98"
"2007-03-02","Saint Vincent and the Grenadines","13.96"
"2007-03-22","Mexico","123.64"
"2007-04-07","Cameroon","4.99"
"2007-02-15","Saudi Arabia","9.99"
"2007-03-02","Saudi Arabia","26.95"
"2007-03-20","Kenya","13.97"
"2007-04-08","North Korea","0.99"
"2007-02-18","Cambodia","3.99"
"2007-02-18","Spain","0.99"
"2007-03-18","Tuvalu","0.99"
"2007-04-08","United States","135.66"
"2007-03-20","Turkmenistan","16.98"
"2007-04-11","Anguilla","7.98"
"2007-03-17","Saudi Arabia","22.94"
"2007-03-17","Poland","24.92"
"2007-03-23","Ecuador","20.95"
"2007-02-21","Moldova","3.99"
"2007-02-16","Holy See (Vatican City State)","4.99"
"2007-03-17","Vietnam","15.97"
"2007-03-23","Austria","12.97"
"2007-04-27","Vietnam","18.95"
"2007-03-16","Argentina","2.99"
"2007-02-16","Nauru","2.99"
"2007-03-18","Tonga","5.99"
"2007-04-11","Mexico","103.80"
"2007-03-17","Switzerland","15.98"
"2007-03-01","United Kingdom","57.86"
"2007-04-26","Russian Federation","12.97"
"2007-03-16","India","18.93"
"2007-03-17","Paraguay","4.98"
"2007-03-17","Ecuador","10.98"
"2007-05-14","Hungary","0.99"
"2007-02-15","Bolivia","1.99"
"2007-04-07","Austria","4.99"
"2007-03-01","Czech Republic","3.99"
"2007-05-14","Bangladesh","2.99"
"2007-04-28","Czech Republic","2.99"
"2007-02-15","Chile","15.97"
"2007-04-26","Hungary","0.99"
"2007-02-18","Turkey","22.93"
"2007-02-15","Indonesia","30.92"
"2007-03-18","Malaysia","21.97"
"2007-04-07","Mexico","118.74"
"2007-04-07","Spain","13.95"
"2007-03-01","China","238.42"
"2007-04-30","Malawi","8.99"
"2007-02-18","Thailand","17.97"
"2007-03-16","Turkey","7.98"
"2007-04-07","Japan","76.83"
"2007-04-08","Vietnam","27.94"
"2007-03-21","Azerbaijan","3.98"
"2007-04-27","Argentina","71.81"
"2007-02-20","Yugoslavia","12.97"
"2007-04-08","Paraguay","4.99"
"2007-04-10","Oman","3.98"
"2007-03-17","Indonesia","34.89"
"2007-02-18","Iraq","9.98"
"2007-03-17","France","13.96"
"2007-02-19","Chile","4.99"
"2007-03-18","Austria","29.94"
"2007-02-15","Holy See (Vatican City State)","5.99"
"2007-03-22","Malawi","8.98"
"2007-03-01","Switzerland","0.99"
"2007-03-19","North Korea","17.96"
"2007-04-12","Nigeria","59.87"
"2007-04-28","Bahrain","8.98"
"2007-03-16","Anguilla","2.99"
"2007-02-20","Venezuela","24.95"
"2007-02-15","Vietnam","10.97"
"2007-03-18","Nauru","13.97"
"2007-03-18","Brazil","144.67"
"2007-04-26","Dominican Republic","4.99"
"2007-03-17","Nauru","3.99"
"2007-04-07","Bolivia","6.98"
"2007-04-07","Zambia","7.98"
"2007-02-16","Tanzania","0.99"
"2007-04-30","Kuwait","5.99"
"2007-04-08","Kuwait","8.98"
"2007-03-21","Saudi Arabia","37.91"
"2007-03-19","United Kingdom","46.89"
"2007-02-21","Ukraine","6.97"
"2007-04-08","Nigeria","77.84"
"2007-03-02","Italy","13.96"
"2007-05-14","Netherlands","0.99"
"2007-04-08","Hungary","2.99"
"2007-02-19","Colombia","15.97"
"2007-04-29","Finland","5.99"
"2007-04-30","Russian Federation","304.35"
"2007-03-19","Myanmar","2.98"
"2007-03-18","Egypt","25.95"
"2007-02-16","Zambia","0.99"
"2007-04-30","North Korea","15.96"
"2007-04-28","Saudi Arabia","25.96"
"2007-04-12","Brazil","92.79"
"2007-04-11","Peru","6.95"
"2007-04-27","Anguilla","5.98"
"2007-03-16","Yugoslavia","7.99"
"2007-03-16","Nigeria","2.99"
"2007-03-23","Romania","9.97"
"2007-04-29","North Korea","12.95"
"2007-04-07","Nauru","12.97"
"2007-02-19","United States","63.83"
"2007-04-27","Bangladesh","24.96"
"2007-03-17","Egypt","5.98"
"2007-04-10","Chad","9.98"
"2007-04-08","Peru","13.98"
"2007-03-21","Latvia","2.99"
"2007-02-17","Iran","13.96"
"2007-02-17","Bulgaria","2.99"
"2007-03-02","Hungary","8.99"
"2007-02-14","France","4.99"
"2007-04-05","Spain","18.97"
"2007-03-17","Nigeria","52.84"
"2007-03-01","Puerto Rico","2.99"
"2007-03-19","Saint Vincent and the Grenadines","2.99"
"2007-03-19","Senegal","13.98"
"2007-03-21","Peru","5.99"
"2007-04-29","Zambia","2.99"
"2007-03-18","Russian Federation","117.68"
"2007-02-18","Italy","5.98"
"2007-04-09","Czech Republic","12.98"
"2007-02-16","United Kingdom","8.98"
"2007-03-22","Gambia","1.99"
"2007-04-27","Canada","28.92"
"2007-02-16","Ethiopia","2.99"
"2007-03-16","Bolivia","2.99"
"2007-03-22","Argentina","56.85"
"2007-03-18","Algeria","5.98"
"2007-02-16","Sudan","6.97"
"2007-04-27","Tuvalu","2.99"
"2007-04-08","Spain","11.98"
"2007-04-12","Thailand","10.98"
"2007-04-11","Runion","1.99"
"2007-04-27","French Polynesia","7.98"
"2007-04-08","Bolivia","15.96"
"2007-03-22","Faroe Islands","7.98"
"2007-03-21","Anguilla","4.99"
"2007-03-22","Russian Federation","122.72"
"2007-04-12","Greece","4.99"
"2007-03-22","Indonesia","75.83"
"2007-04-28","Bangladesh","36.94"
"2007-03-20","Colombia","29.93"
"2007-04-27","United Kingdom","26.90"
"2007-03-21","Venezuela","18.96"
"2007-04-11","Dominican Republic","9.98"
"2007-04-12","Paraguay","9.99"
"2007-04-09","Algeria","2.99"
"2007-03-18","Faroe Islands","2.99"
"2007-03-02","Finland","7.98"
"2007-03-17","Venezuela","25.96"
"2007-02-17","Saudi Arabia","3.99"
"2007-02-17","United States","101.76"
"2007-04-10","Ecuador","0.99"
"2007-04-29","Sri Lanka","10.98"
"2007-04-27","Pakistan","10.98"
"2007-04-12","Germany","9.98"
"2007-04-30","Saudi Arabia","32.92"
"2007-03-01","Chad","9.98"
"2007-02-18","Tanzania","4.99"
"2007-02-20","Germany","24.94"
"2007-03-01","Turkey","60.85"
"2007-03-19","Austria","10.98"
"2007-03-20","Bolivia","9.98"
"2007-04-11","Iran","18.93"
"2007-03-17","French Guiana","10.98"
"2007-02-19","South Korea","2.99"
"2007-02-16","Colombia","14.96"
"2007-02-15","Brunei","4.99"
"2007-03-20","Malawi","12.98"
"2007-04-07","Switzerland","4.99"
"2007-03-22","Hong Kong","4.99"
"2007-04-12","Ukraine","11.98"
"2007-04-30","Ecuador","40.93"
"2007-04-05","Ukraine","2.99"
"2007-02-19","Cambodia","2.99"
"2007-04-27","Malawi","2.99"
"2007-03-23","Holy See (Vatican City State)","7.99"
"2007-04-07","French Guiana","4.99"
